dataset,type,model_file,threshold,lobes,sites,avg_fps,render_output_dir,base_model_dir,mean_culled_gaussians,culled_gaussians_percent,SSIM,FLIP,baseline_avg_fps,fps_delta_vs_baseline,fps_speedup_vs_baseline,fps_percent_change_vs_baseline,config_value,config_label,quality_preserving,utility_score
lego,SG,sg_l10_t0_01.npz,0.6,10.0,,289.19,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_10\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,149584.91,47.46,0.998,0.0048,234.9666666666667,54.2233333333333,1.2307703220314936,23.07703220314936,10.0,lobes=10,True,1.718181818181818
lego,SG,sg_l4_t0_01.npz,0.6,4.0,,310.03,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_4\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,146760.2,46.57,0.997,0.0064,234.9666666666667,75.06333333333328,1.3194637537239322,31.94637537239322,4.0,lobes=4,False,1.7227272727272727
lego,SG,sg_l10_t0_01.npz,0.7,10.0,,300.34,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_10\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,159725.48,50.68,0.996,0.0075,234.9666666666667,65.37333333333328,1.2782238615406438,27.822386154064382,10.0,lobes=10,False,1.7204545454545457
lego,SG,sg_l4_t0_01.npz,0.7,4.0,,323.16,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_4\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,159811.47,50.71,0.994,0.0104,234.9666666666667,88.19333333333333,1.3753440204284295,37.53440204284295,4.0,lobes=4,False,1.6977272727272728
lego,SG,sg_l10_t0_01.npz,0.8,10.0,,312.56,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_10\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,171466.65,54.41,0.992,0.0126,234.9666666666667,77.5933333333333,1.3302312384735422,33.02312384735422,10.0,lobes=10,False,1.6727272727272728
lego,SG,sg_l6_t0_01.npz,0.8,6.0,,307.44,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_6\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,172618.21,54.77,0.99,0.0147,234.9666666666667,72.4733333333333,1.3084409136047666,30.844091360476654,6.0,lobes=6,False,1.6386363636363632
lego,SG,sg_l4_t0_01.npz,0.8,4.0,,342.45,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_4\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,175181.46,55.59,0.986,0.0186,234.9666666666667,107.48333333333329,1.457440771740672,45.74407717406721,4.0,lobes=4,False,1.7295454545454545
lego,SG,sg_l10_t0_01.npz,0.9,10.0,,333.72,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_10\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,187801.38,59.59,0.979,0.025,234.9666666666667,98.75333333333333,1.4202865654702794,42.02865654702794,10.0,lobes=10,False,1.6863636363636365
lego,SG,sg_l6_t0_01.npz,0.9,6.0,,351.57,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_6\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,190943.85,60.59,0.975,0.0298,234.9666666666667,116.6033333333333,1.496254787913179,49.62547879131789,6.0,lobes=6,False,1.6954545454545453
lego,SG,sg_l4_t0_01.npz,0.9,4.0,,376.75,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SG\threshold_0_01\lobes_4\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,196575.8,62.37,0.966,0.0384,234.9666666666667,141.7833333333333,1.6034189246701658,60.34189246701658,4.0,lobes=4,False,1.7227272727272729
lego,SV,sv_s8_t0_01_temp5.npz,0.1,,8.0,246.33,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,56506.71,17.93,1.0,0.0005,234.9666666666667,11.363333333333316,1.0483614697120158,4.8361469712015825,8.0,sites=8,True,1.856818181818182
lego,SV,sv_s10_t0_01_temp5.npz,0.1,,10.0,243.22,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,59605.69,18.91,1.0,0.0005,234.9666666666667,8.253333333333302,1.035125549723365,3.51255497233649,10.0,sites=10,True,1.8477272727272727
lego,SV,sv_s15_t0_01_temp5.npz,0.1,,15.0,224.9,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,62281.17,19.76,1.0,0.0005,234.9666666666667,-10.066666666666691,0.9571570435522768,-4.2842956447723175,15.0,sites=15,True,1.831818181818182
lego,SV,sv_s8_t0_01_temp5.npz,0.2,,8.0,253.51,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,73640.13,23.37,1.0,0.0008,234.9666666666667,18.543333333333294,1.078918995602213,7.891899560221294,8.0,sites=8,True,1.8613636363636363
lego,SV,sv_s10_t0_01_temp5.npz,0.2,,10.0,248.74,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,77050.55,24.45,1.0,0.0008,234.9666666666667,13.773333333333312,1.0586182437225138,5.8618243722513785,10.0,sites=10,True,1.8568181818181817
lego,SV,sv_s15_t0_01_temp5.npz,0.2,,15.0,232.16,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,80143.46,25.43,1.0,0.0008,234.9666666666667,-2.8066666666667004,0.9880550432685485,-1.1944956731451462,15.0,sites=15,True,1.8113636363636363
lego,SV,sv_s8_t0_01_temp5.npz,0.3,,8.0,260.52,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,86591.03,27.48,1.0,0.0011,234.9666666666667,25.553333333333285,1.1087530146120015,10.875301461200149,8.0,sites=8,True,1.8863636363636362
lego,SV,sv_s10_t0_01_temp5.npz,0.3,,10.0,255.84,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,89957.68,28.54,1.0,0.0011,234.9666666666667,20.873333333333306,1.0888352957866363,8.88352957866363,10.0,sites=10,True,1.8545454545454545
lego,SV,sv_s15_t0_01_temp5.npz,0.3,,15.0,237.16,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,93149.93,29.56,1.0,0.0011,234.9666666666667,2.1933333333332996,1.0093346573982123,0.9334657398212265,15.0,sites=15,True,1.768181818181818
lego,SV,sv_s8_t0_01_temp5.npz,0.4,,8.0,266.33,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,98177.4,31.15,1.0,0.0015,234.9666666666667,31.363333333333287,1.1334799262306707,13.347992623067073,8.0,sites=8,True,1.9113636363636364
lego,SV,sv_s10_t0_01_temp5.npz,0.4,,10.0,262.67,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,101372.04,32.17,1.0,0.0015,234.9666666666667,27.70333333333332,1.1179032486877571,11.790324868775715,10.0,sites=10,True,1.8795454545454544
lego,SV,sv_s15_t0_01_temp5.npz,0.4,,15.0,243.76,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,104451.33,33.14,1.0,0.0015,234.9666666666667,8.793333333333294,1.0374237480493684,3.7423748049368433,15.0,sites=15,True,1.759090909090909
lego,SV,sv_s15_t0_01_temp5.npz,0.5,,15.0,248.68,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,115285.49,36.58,1.0,0.0021,234.9666666666667,13.71333333333331,1.0583628883529577,5.8362888352957665,15.0,sites=15,True,1.731818181818182
lego,SV,sv_s8_t0_01_temp5.npz,0.5,,8.0,273.88,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,109590.58,34.77,1.0,0.0022,234.9666666666667,38.9133333333333,1.1656121435664633,16.561214356646325,8.0,sites=8,True,1.956818181818182
lego,SV,sv_s15_t0_01_temp5.npz,0.6,,15.0,255.9,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,126579.73,40.16,0.999,0.0031,234.9666666666667,20.93333333333331,1.0890906511561922,8.909065115619219,15.0,sites=15,True,1.3954545454545455
lego,SV,sv_s10_t0_01_temp5.npz,0.6,,10.0,277.07,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,124061.91,39.37,0.999,0.0032,234.9666666666667,42.103333333333296,1.1791885373811886,17.918853738118855,10.0,sites=10,True,1.625
lego,SV,sv_s8_t0_01_temp5.npz,0.6,,8.0,281.03,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,121666.51,38.61,0.999,0.0033,234.9666666666667,46.063333333333276,1.1960419917718823,19.60419917718823,8.0,sites=8,True,1.6227272727272726
lego,SV,sv_s15_t0_01_temp5.npz,0.7,,15.0,264.73,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,139503.98,44.27,0.999,0.005,234.9666666666667,29.76333333333332,1.1266704497091786,12.667044970917862,15.0,sites=15,True,1.4840909090909091
lego,SV,sv_s10_t0_01_temp5.npz,0.7,,10.0,287.78,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,137477.68,43.62,0.998,0.0053,234.9666666666667,52.813333333333276,1.2247694708469283,22.47694708469283,10.0,sites=10,False,1.5909090909090908
lego,SV,sv_s8_t0_01_temp5.npz,0.7,,8.0,291.06,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,135698.32,43.06,0.998,0.0055,234.9666666666667,56.093333333333305,1.238728897715988,23.872889771598803,8.0,sites=8,False,1.6045454545454547
lego,SV,sv_s15_t0_01_temp5.npz,0.8,,15.0,276.17,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,156223.7,49.57,0.996,0.0095,234.9666666666667,41.20333333333332,1.1753582068378492,17.53582068378492,15.0,sites=15,False,1.475
lego,SV,sv_s10_t0_01_temp5.npz,0.8,,10.0,302.6,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,155048.92,49.2,0.996,0.0101,234.9666666666667,67.63333333333333,1.287842247127252,28.78422471272519,10.0,sites=10,False,1.6522727272727273
lego,SV,sv_s8_t0_01_temp5.npz,0.8,,8.0,306.13,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,154134.4,48.91,0.995,0.0108,234.9666666666667,71.1633333333333,1.3028656547027946,30.28656547027946,8.0,sites=8,False,1.6204545454545454
lego,SV,sv_s15_t0_01_temp5.npz,0.9,,15.0,302.32,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_15\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,183025.23,58.07,0.985,0.0244,234.9666666666667,67.3533333333333,1.2866505887359907,28.66505887359907,15.0,sites=15,False,1.590909090909091
lego,SV,sv_s10_t0_01_temp5.npz,0.9,,10.0,334.19,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_10\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,183516.52,58.23,0.983,0.0266,234.9666666666667,99.2233333333333,1.4222868491984677,42.22868491984677,10.0,sites=10,False,1.684090909090909
lego,SV,sv_s8_t0_01_temp5.npz,0.9,,8.0,342.12,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\lego\SV\threshold_0_01\sites_8\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\fastergs_lego_2026-04-11-10-34-51,184248.39,58.46,0.982,0.0282,234.9666666666667,107.15333333333331,1.4560363172081145,45.60363172081146,8.0,sites=8,False,1.6818181818181819
mic,BASELINE,no_culling,0.0,,,373.7633333333333,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29\baseline_benchmark,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,0.0,0.0,1.0,0.0,373.7633333333333,0.0,1.0,0.0,0.0,no culling,True,2.434090909090909
mic,SG,sg_l4_t0_01.npz,0.1,4.0,,443.51,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,47016.97,26.66,1.0,0.0007,373.7633333333333,69.74666666666667,1.1866064978729856,18.660649787298556,4.0,lobes=4,True,2.6772727272727272
mic,SG,sg_l6_t0_01.npz,0.1,6.0,,443.06,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,51399.14,29.14,1.0,0.0007,373.7633333333333,69.29666666666668,1.1854025274460667,18.54025274460667,6.0,lobes=6,True,2.7
mic,SG,sg_l10_t0_01.npz,0.1,10.0,,415.28,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,55703.13,31.58,1.0,0.0007,373.7633333333333,41.51666666666665,1.1110774197576005,11.107741975760055,10.0,lobes=10,True,2.7181818181818183
mic,SG,sg_l4_t0_01.npz,0.2,4.0,,466.57,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,59232.14,33.59,1.0,0.001,373.7633333333333,92.80666666666667,1.24830329352799,24.83032935279901,4.0,lobes=4,True,2.743181818181818
mic,SG,sg_l6_t0_01.npz,0.2,6.0,,461.98,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,62758.22,35.58,1.0,0.001,373.7633333333333,88.2166666666667,1.2360227951734164,23.60227951734164,6.0,lobes=6,True,2.775
mic,SG,sg_l10_t0_01.npz,0.2,10.0,,434.38,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,66446.77,37.68,1.0,0.001,373.7633333333333,60.616666666666674,1.162179275655718,16.21792756557181,10.0,lobes=10,True,2.7659090909090907
mic,SG,sg_l4_t0_01.npz,0.3,4.0,,480.35,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,67206.1,38.11,1.0,0.0013,373.7633333333333,106.5866666666667,1.2851715434900874,28.517154349008745,4.0,lobes=4,True,2.7886363636363636
mic,SG,sg_l6_t0_01.npz,0.3,6.0,,478.95,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,69863.76,39.61,1.0,0.0013,373.7633333333333,105.18666666666667,1.2814258577174504,28.142585771745043,6.0,lobes=6,True,2.815909090909091
mic,SG,sg_l10_t0_01.npz,0.3,10.0,,450.62,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,72751.49,41.25,1.0,0.0013,373.7633333333333,76.85666666666668,1.2056292306183058,20.562923061830585,10.0,lobes=10,True,2.8022727272727272
mic,SG,sg_l4_t0_01.npz,0.4,4.0,,494.69,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,73528.2,41.69,1.0,0.0015,373.7633333333333,120.92666666666668,1.3235380677612394,32.35380677612394,4.0,lobes=4,True,2.825
mic,SG,sg_l6_t0_01.npz,0.4,6.0,,493.63,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,75339.12,42.72,1.0,0.0015,373.7633333333333,119.86666666666667,1.3207020485333856,32.07020485333856,6.0,lobes=6,True,2.852272727272727
mic,SG,sg_l10_t0_01.npz,0.4,10.0,,460.74,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,77436.13,43.91,1.0,0.0015,373.7633333333333,86.97666666666669,1.2327051877747952,23.27051877747952,10.0,lobes=10,True,2.815909090909091
mic,SG,sg_l4_t0_01.npz,0.5,4.0,,510.23,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,79053.57,44.82,1.0,0.0018,373.7633333333333,136.4666666666667,1.3651151798375087,36.51151798375088,4.0,lobes=4,True,2.881818181818182
mic,SG,sg_l6_t0_01.npz,0.5,6.0,,505.75,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,80098.71,45.42,1.0,0.0018,373.7633333333333,131.98666666666668,1.3531289853650705,35.312898536507056,6.0,lobes=6,True,2.890909090909091
mic,SG,sg_l10_t0_01.npz,0.5,10.0,,469.74,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,81473.54,46.2,1.0,0.0018,373.7633333333333,95.97666666666669,1.256784596313175,25.678459631317494,10.0,lobes=10,True,2.840909090909091
mic,SG,sg_l6_t0_01.npz,0.6,6.0,,514.37,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,84734.82,48.05,1.0,0.0021,373.7633333333333,140.60666666666668,1.3761917077651633,37.61917077651633,6.0,lobes=6,True,2.881818181818182
mic,SG,sg_l10_t0_01.npz,0.6,10.0,,488.79,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,85381.04,48.41,1.0,0.0021,373.7633333333333,115.0266666666667,1.3077526777194126,30.775267771941262,10.0,lobes=10,True,2.840909090909091
mic,SG,sg_l4_t0_01.npz,0.6,4.0,,525.27,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,84373.03,47.84,1.0,0.0022,373.7633333333333,151.50666666666666,1.405354546994979,40.535454699497905,4.0,lobes=4,True,2.8659090909090907
mic,SG,sg_l10_t0_01.npz,0.7,10.0,,498.77,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,89542.12,50.77,1.0,0.0025,373.7633333333333,125.00666666666666,1.3344540662986382,33.44540662986382,10.0,lobes=10,True,2.8704545454545456
mic,SG,sg_l6_t0_01.npz,0.7,6.0,,532.23,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,89722.35,50.87,1.0,0.0026,373.7633333333333,158.4666666666667,1.4239759562646594,42.39759562646594,6.0,lobes=6,True,2.911363636363636
mic,SG,sg_l4_t0_01.npz,0.7,4.0,,542.55,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,90100.86,51.09,0.999,0.0028,373.7633333333333,168.78666666666663,1.4515870113886684,45.15870113886684,4.0,lobes=4,True,2.5318181818181813
mic,SG,sg_l10_t0_01.npz,0.8,10.0,,513.23,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,94629.51,53.66,0.999,0.0033,373.7633333333333,139.4666666666667,1.373141649350302,37.31416493503019,10.0,lobes=10,True,2.4636363636363634
mic,SG,sg_l6_t0_01.npz,0.8,6.0,,553.07,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,95821.15,54.33,0.999,0.0037,373.7633333333333,179.30666666666673,1.4797331644801972,47.97331644801972,6.0,lobes=6,True,2.475
mic,SG,sg_l4_t0_01.npz,0.8,4.0,,564.2,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,97104.75,55.06,0.999,0.0042,373.7633333333333,190.43666666666672,1.5095113663726603,50.951136637266025,4.0,lobes=4,True,2.475
mic,SG,sg_l10_t0_01.npz,0.9,10.0,,543.49,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_10\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,102480.49,58.11,0.997,0.0053,373.7633333333333,169.7266666666667,1.4541019718360104,45.41019718360104,10.0,lobes=10,False,2.3318181818181816
mic,SG,sg_l6_t0_01.npz,0.9,6.0,,587.63,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_6\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,105198.85,59.65,0.996,0.0065,373.7633333333333,213.86666666666667,1.5721980932675759,57.219809326757584,6.0,lobes=6,False,2.2886363636363636
mic,SG,sg_l4_t0_01.npz,0.9,4.0,,610.65,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SG\threshold_0_01\lobes_4\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,107626.66,61.03,0.995,0.0078,373.7633333333333,236.88666666666666,1.6337878693290764,63.37878693290764,4.0,lobes=4,False,2.2613636363636367
mic,SV,sv_s8_t0_01_temp5.npz,0.1,,8.0,422.6,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SV\threshold_0_01\sites_8\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,40637.11,23.04,1.0,0.0005,373.7633333333333,48.8366666666667,1.1306620053688163,13.066200536881635,8.0,sites=8,True,2.6386363636363637
